event_date,source,medium,campaign,user_sessions_count,visit_to_cart,visit_to_checkout,visit_to_purchase
2020-12-01,shop.googlemerchandisestore.com,referral,(referral),439,0.079726651480637817,0.04328018223234624,0.020501138952164009
2020-12-01,<Other>,organic,(organic),124,0.088709677419354843,0.024193548387096774,0.0
2020-12-01,(data deleted),(data deleted),<Other>,10,0.0,0.0,0.0
2020-12-01,<Other>,(data deleted),(data deleted),5,0.2,0.0,0.0
2020-12-02,google,organic,(organic),1494,0.082998661311914329,0.044176706827309238,0.014056224899598393
2020-12-02,<Other>,<Other>,<Other>,644,0.093167701863354033,0.05124223602484472,0.015527950310559006
2020-12-02,(direct),(none),(direct),1077,0.082636954503249774,0.040854224698235839,0.012070566388115135
2020-12-02,shop.googlemerchandisestore.com,referral,(referral),429,0.088578088578088576,0.05128205128205128,0.02097902097902098
2020-12-02,<Other>,referral,(referral),428,0.067757009345794386,0.037383177570093455,0.014018691588785047
2020-12-02,google,cpc,<Other>,213,0.0892018779342723,0.042253521126760563,0.023474178403755867
2020-12-02,<Other>,organic,(organic),141,0.028368794326241134,0.014184397163120567,0.0070921985815602835
2020-12-02,(data deleted),(data deleted),(data deleted),321,0.090342679127725853,0.056074766355140186,0.028037383177570093
2020-12-02,<Other>,(data deleted),(data deleted),10,0.1,0.1,0.0
2020-12-02,(data deleted),(data deleted),<Other>,7,0.14285714285714285,0.14285714285714285,0.14285714285714285
2020-12-03,(direct),(none),(direct),1165,0.0815450643776824,0.043776824034334763,0.017167381974248927
2020-12-03,google,organic,(organic),1641,0.075563680682510667,0.043266301035953685,0.013406459475929311
2020-12-03,<Other>,<Other>,<Other>,697,0.080344332855093251,0.043041606886657105,0.01721664275466284
2020-12-03,(data deleted),(data deleted),(data deleted),329,0.0851063829787234,0.0425531914893617,0.0243161094224924
2020-12-03,shop.googlemerchandisestore.com,referral,(referral),444,0.081081081081081086,0.054054054054054057,0.024774774774774775
2020-12-03,google,cpc,<Other>,227,0.061674008810572688,0.039647577092511016,0.0044052863436123352
2020-12-03,<Other>,referral,(referral),486,0.0720164609053498,0.037037037037037035,0.01646090534979424
2020-12-03,<Other>,organic,(organic),150,0.08666666666666667,0.06,0.026666666666666668
2020-12-03,(data deleted),(data deleted),<Other>,3,0.33333333333333331,0.0,0.0
2020-12-03,<Other>,(data deleted),(data deleted),3,0.0,0.0,0.0
2020-12-04,<Other>,<Other>,<Other>,602,0.084717607973421927,0.036544850498338874,0.0099667774086378731
2020-12-04,google,organic,(organic),1487,0.07868190988567586,0.045057162071284462,0.022864828513786146
2020-12-04,(direct),(none),(direct),1097,0.062898814949863269,0.036463081130355512,0.011850501367365542
2020-12-04,shop.googlemerchandisestore.com,referral,(referral),393,0.10432569974554708,0.063613231552162849,0.033078880407124679
2020-12-04,<Other>,organic,(organic),130,0.061538461538461542,0.030769230769230771,0.0076923076923076927
2020-12-04,google,cpc,<Other>,205,0.087804878048780483,0.039024390243902439,0.014634146341463415
2020-12-04,(data deleted),(data deleted),(data deleted),326,0.1196319018404908,0.042944785276073622,0.024539877300613498
2020-12-04,<Other>,referral,(referral),430,0.090697674418604657,0.039534883720930232,0.018604651162790697
2020-12-04,<Other>,(data deleted),(data deleted),5,0.2,0.0,0.0
2020-12-04,(data deleted),(data deleted),<Other>,5,0.0,0.0,0.0
2020-12-05,<Other>,<Other>,<Other>,520,0.08461538461538462,0.055769230769230772,0.013461538461538462
2020-12-05,google,organic,(organic),1080,0.0787037037037037,0.044444444444444446,0.021296296296296296
2020-12-05,(direct),(none),(direct),838,0.082338902147971363,0.0513126491646778,0.021479713603818614
2020-12-05,<Other>,referral,(referral),296,0.097972972972972971,0.054054054054054057,0.02364864864864865
2020-12-05,shop.googlemerchandisestore.com,referral,(referral),281,0.11387900355871886,0.064056939501779361,0.035587188612099648
2020-12-05,google,cpc,<Other>,176,0.073863636363636367,0.028409090909090908,0.005681818181818182
2020-12-05,<Other>,organic,(organic),86,0.011627906976744186,0.0,0.0
2020-12-05,(data deleted),(data deleted),(data deleted),179,0.13407821229050279,0.0893854748603352,0.061452513966480445
2020-12-05,(data deleted),(data deleted),<Other>,5,0.0,0.0,0.0
2020-12-05,<Other>,(data deleted),(data deleted),6,0.0,0.0,0.0
2020-12-06,google,organic,(organic),1006,0.074552683896620273,0.037773359840954271,0.0099403578528827041
2020-12-06,<Other>,<Other>,<Other>,496,0.068548387096774188,0.032258064516129031,0.0080645161290322578
2020-12-06,shop.googlemerchandisestore.com,referral,(referral),262,0.099236641221374045,0.061068702290076333,0.019083969465648856
2020-12-06,<Other>,referral,(referral),333,0.078078078078078081,0.051051051051051052,0.015015015015015015
2020-12-06,(direct),(none),(direct),755,0.071523178807947022,0.04105960264900662,0.010596026490066225
2020-12-06,(data deleted),(data deleted),(data deleted),201,0.10945273631840796,0.059701492537313432,0.03482587064676617
2020-12-06,<Other>,organic,(organic),95,0.1368421052631579,0.073684210526315783,0.010526315789473684
2020-12-06,google,cpc,<Other>,151,0.052980132450331126,0.0066225165562913907,0.0
2020-12-06,<Other>,(data deleted),(data deleted),1,0.0,0.0,0.0
2020-12-06,(data deleted),(data deleted),<Other>,5,0.0,0.0,0.0
2020-12-07,google,organic,(organic),1637,0.062919975565058031,0.029932803909590716,0.010995723885155772
2020-12-07,shop.googlemerchandisestore.com,referral,(referral),445,0.0696629213483146,0.040449438202247189,0.026966292134831461
2020-12-07,<Other>,organic,(organic),162,0.055555555555555552,0.012345679012345678,0.012345679012345678
2020-12-07,(direct),(none),(direct),1266,0.082938388625592413,0.041864139020537122,0.014218009478672985
2020-12-07,<Other>,<Other>,<Other>,750,0.06133333333333333,0.034666666666666665,0.012
2020-12-07,google,cpc,<Other>,238,0.063025210084033612,0.037815126050420166,0.02100840336134454
2020-12-07,<Other>,referral,(referral),523,0.05736137667304015,0.030592734225621414,0.021032504780114723
2020-12-07,(data deleted),(data deleted),(data deleted),373,0.088471849865951746,0.075067024128686322,0.040214477211796246
2020-12-07,(data deleted),(data deleted),<Other>,12,0.0,0.0,0.0
2020-12-07,<Other>,(data deleted),(data deleted),12,0.083333333333333329,0.16666666666666666,0.083333333333333329
2020-12-08,google,organic,(organic),2367,0.053231939163498096,0.02619349387410224,0.0084495141529362053
2020-12-08,<Other>,<Other>,<Other>,1122,0.049019607843137254,0.0285204991087344,0.011586452762923352
2020-12-08,<Other>,referral,(referral),745,0.055033557046979868,0.036241610738255034,0.0174496644295302
2020-12-08,google,cpc,<Other>,333,0.057057057057057055,0.03003003003003003,0.018018018018018018
2020-12-08,(direct),(none),(direct),1745,0.072206303724928367,0.04355300859598854,0.0166189111747851
2020-12-08,(data deleted),(data deleted),(data deleted),440,0.10454545454545454,0.06363636363636363,0.029545454545454545
2020-12-08,shop.googlemerchandisestore.com,referral,(referral),587,0.0817717206132879,0.049403747870528106,0.025553662691652469
2020-12-08,<Other>,organic,(organic),179,0.0446927374301676,0.0335195530726257,0.0111731843575419
2020-12-08,(data deleted),(data deleted),<Other>,6,0.16666666666666666,0.16666666666666666,0.0
2020-12-08,<Other>,(data deleted),(data deleted),9,0.1111111111111111,0.0,0.0
2020-12-09,<Other>,<Other>,<Other>,908,0.048458149779735685,0.029735682819383259,0.015418502202643172
2020-12-09,<Other>,referral,(referral),578,0.069204152249134954,0.046712802768166091,0.019031141868512111
2020-12-09,(direct),(none),(direct),1405,0.072597864768683268,0.038434163701067614,0.020640569395017794
2020-12-09,google,cpc,<Other>,246,0.04065040650406504,0.02032520325203252,0.008130081300813009
2020-12-09,google,organic,(organic),1950,0.064615384615384616,0.040512820512820513,0.02
2020-12-09,(data deleted),(data deleted),(data deleted),372,0.10483870967741936,0.064516129032258063,0.034946236559139782
2020-12-09,shop.googlemerchandisestore.com,referral,(referral),548,0.08211678832116788,0.058394160583941604,0.031021897810218978
2020-12-09,<Other>,organic,(organic),189,0.089947089947089942,0.052910052910052907,0.031746031746031744
2020-12-09,<Other>,(data deleted),(data deleted),6,0.0,0.0,0.0
2020-12-09,(data deleted),(data deleted),<Other>,10,0.0,0.0,0.0
2020-12-10,(direct),(none),(direct),1339,0.071695294996265868,0.044062733383121735,0.020164301717699777
2020-12-10,<Other>,<Other>,<Other>,842,0.06413301662707839,0.0332541567695962,0.010688836104513063
2020-12-10,google,cpc,<Other>,266,0.048872180451127817,0.026315789473684209,0.0075187969924812026
2020-12-10,google,organic,(organic),1727,0.0781702374059062,0.0451650260567458,0.019687319050376375
2020-12-10,shop.googlemerchandisestore.com,referral,(referral),464,0.10344827586206896,0.056034482758620691,0.032327586206896554
2020-12-10,<Other>,organic,(organic),159,0.050314465408805034,0.025157232704402517,0.012578616352201259
2020-12-10,<Other>,referral,(referral),598,0.08193979933110368,0.053511705685618728,0.023411371237458192
2020-12-10,(data deleted),(data deleted),(data deleted),379,0.13720316622691292,0.089709762532981532,0.06860158311345646
2020-12-10,(data deleted),(data deleted),<Other>,11,0.090909090909090912,0.0,0.0
2020-12-10,<Other>,(data deleted),(data deleted),8,0.0,0.0,0.0
2020-12-10,(data deleted),referral,(referral),1,0.0,0.0,0.0
2020-12-11,<Other>,referral,(referral),554,0.066787003610108309,0.046931407942238268,0.025270758122743681
2020-12-11,google,organic,(organic),1699,0.062978222483814,0.041789287816362569,0.022954679223072396
2020-12-11,(direct),(none),(direct),1220,0.095081967213114751,0.050819672131147541,0.027049180327868853
2020-12-11,<Other>,<Other>,<Other>,827,0.070133010882708582,0.032648125755743655,0.014510278113663845
2020-12-11,<Other>,organic,(organic),141,0.0851063829787234,0.0425531914893617,0.0425531914893617
2020-12-11,shop.googlemerchandisestore.com,referral,(referral),437,0.093821510297482841,0.068649885583524028,0.043478260869565216
2020-12-11,(data deleted),(data deleted),(data deleted),356,0.12078651685393259,0.081460674157303375,0.050561797752808987
2020-12-11,google,cpc,<Other>,256,0.0625,0.04296875,0.02734375
2020-12-11,(data deleted),(data deleted),<Other>,7,0.2857142857142857,0.0,0.0
2020-12-11,<Other>,(data deleted),(data deleted),1,0.0,0.0,0.0
2020-12-12,google,organic,(organic),1269,0.070133963750985032,0.040189125295508277,0.019700551615445233
2020-12-12,<Other>,referral,(referral),415,0.065060240963855417,0.043373493975903614,0.016867469879518072
2020-12-12,(direct),(none),(direct),920,0.098913043478260868,0.057608695652173914,0.028260869565217391
2020-12-12,shop.googlemerchandisestore.com,referral,(referral),314,0.076433121019108277,0.044585987261146494,0.025477707006369428
2020-12-12,<Other>,<Other>,<Other>,652,0.050613496932515337,0.033742331288343558,0.015337423312883436
2020-12-12,google,cpc,<Other>,195,0.087179487179487175,0.035897435897435895,0.010256410256410256
2020-12-12,(data deleted),(data deleted),(data deleted),193,0.10880829015544041,0.10362694300518134,0.082901554404145081
2020-12-12,<Other>,organic,(organic),123,0.073170731707317069,0.04065040650406504,0.024390243902439025
2020-12-12,(data deleted),(data deleted),<Other>,6,0.33333333333333331,0.16666666666666666,0.16666666666666666
2020-12-12,<Other>,(data deleted),(data deleted),3,0.33333333333333331,0.33333333333333331,0.33333333333333331
2020-12-13,<Other>,referral,(referral),337,0.0712166172106825,0.041543026706231452,0.01483679525222552
2020-12-13,google,cpc,<Other>,165,0.072727272727272724,0.036363636363636362,0.0060606060606060606
2020-12-13,<Other>,<Other>,<Other>,549,0.065573770491803282,0.049180327868852458,0.02185792349726776
2020-12-13,google,organic,(organic),1231,0.067424857839155153,0.035743298131600328,0.015434606011372868
2020-12-13,(direct),(none),(direct),867,0.0657439446366782,0.0265282583621684,0.012687427912341407
2020-12-13,shop.googlemerchandisestore.com,referral,(referral),236,0.072033898305084748,0.038135593220338986,0.025423728813559324
2020-12-13,<Other>,organic,(organic),119,0.075630252100840331,0.025210084033613446,0.0084033613445378148
2020-12-13,(data deleted),(data deleted),(data deleted),164,0.10365853658536585,0.054878048780487805,0.04878048780487805
2020-12-13,(data deleted),(data deleted),<Other>,3,0.33333333333333331,0.0,0.0
2020-12-13,<Other>,(data deleted),(data deleted),1,0.0,0.0,0.0
2020-12-14,<Other>,<Other>,<Other>,696,0.067528735632183909,0.03017241379310345,0.017241379310344827
2020-12-14,google,organic,(organic),1630,0.0705521472392638,0.030674846625766871,0.014110429447852761
2020-12-14,(direct),(none),(direct),1196,0.068561872909698993,0.037625418060200672,0.01254180602006689
2020-12-14,shop.googlemerchandisestore.com,referral,(referral),417,0.10071942446043165,0.050359712230215826,0.03117505995203837
2020-12-14,<Other>,referral,(referral),478,0.062761506276150625,0.043933054393305436,0.016736401673640166
2020-12-14,<Other>,organic,(organic),139,0.043165467625899283,0.0,0.0
2020-12-14,(data deleted),(data deleted),(data deleted),276,0.12318840579710146,0.05434782608695652,0.039855072463768113
2020-12-14,google,cpc,<Other>,215,0.088372093023255813,0.041860465116279069,0.0093023255813953487
2020-12-14,(data deleted),(data deleted),<Other>,6,0.5,0.5,0.33333333333333331
2020-12-14,<Other>,(data deleted),(data deleted),4,0.0,0.0,0.0
2020-12-15,google,organic,(organic),1743,0.067699368904188179,0.036718301778542739,0.020080321285140562
2020-12-15,<Other>,referral,(referral),550,0.078181818181818186,0.027272727272727271,0.014545454545454545
2020-12-15,google,cpc,<Other>,256,0.04296875,0.0234375,0.015625
2020-12-15,(direct),(none),(direct),1300,0.070769230769230765,0.033846153846153845,0.020769230769230769
2020-12-15,<Other>,<Other>,<Other>,813,0.06273062730627306,0.025830258302583026,0.013530135301353014
2020-12-15,(data deleted),(data deleted),(data deleted),360,0.1,0.052777777777777778,0.036111111111111108
2020-12-15,<Other>,organic,(organic),157,0.076433121019108277,0.025477707006369428,0.012738853503184714
2020-12-15,shop.googlemerchandisestore.com,referral,(referral),491,0.0814663951120163,0.042769857433808553,0.036659877800407331
2020-12-15,(data deleted),(data deleted),<Other>,7,0.5714285714285714,0.14285714285714285,0.14285714285714285
2020-12-15,<Other>,(data deleted),(data deleted),10,0.1,0.0,0.0
2020-12-16,google,organic,(organic),1707,0.048037492677211482,0.026947861745752782,0.014645577035735208
2020-12-16,(direct),(none),(direct),1265,0.069565217391304349,0.035573122529644272,0.026086956521739129
2020-12-16,(data deleted),(data deleted),(data deleted),349,0.12034383954154727,0.08882521489971347,0.063037249283667621
2020-12-16,<Other>,organic,(organic),152,0.032894736842105261,0.013157894736842105,0.013157894736842105
2020-12-16,shop.googlemerchandisestore.com,referral,(referral),474,0.0970464135021097,0.054852320675105488,0.033755274261603373
2020-12-16,google,cpc,<Other>,241,0.041493775933609957,0.020746887966804978,0.012448132780082987
2020-12-16,<Other>,<Other>,<Other>,762,0.040682414698162729,0.015748031496062992,0.007874015748031496
2020-12-16,<Other>,referral,(referral),529,0.056710775047258979,0.030245746691871456,0.017013232514177693
2020-12-16,<Other>,(data deleted),(data deleted),5,0.0,0.0,0.0
2020-12-16,(data deleted),(data deleted),<Other>,7,0.14285714285714285,0.14285714285714285,0.14285714285714285
2020-12-16,<Other>,cpc,<Other>,1,1.0,0.0,0.0
2020-12-17,(data deleted),(data deleted),(data deleted),318,0.11635220125786164,0.059748427672955975,0.0440251572327044
2020-12-17,<Other>,<Other>,<Other>,769,0.042912873862158647,0.020806241872561769,0.0052015604681404422
2020-12-17,(direct),(none),(direct),1236,0.063106796116504854,0.026699029126213591,0.016181229773462782
2020-12-17,google,organic,(organic),1650,0.06484848484848485,0.027272727272727271,0.015757575757575758
2020-12-17,<Other>,referral,(referral),523,0.053537284894837479,0.021032504780114723,0.015296367112810707
2020-12-17,shop.googlemerchandisestore.com,referral,(referral),396,0.083333333333333329,0.040404040404040407,0.027777777777777776
2020-12-17,google,cpc,<Other>,252,0.055555555555555552,0.027777777777777776,0.015873015873015872
2020-12-17,<Other>,organic,(organic),132,0.083333333333333329,0.045454545454545456,0.022727272727272728
2020-12-17,(data deleted),(data deleted),<Other>,8,0.25,0.25,0.125
2020-12-17,<Other>,(data deleted),(data deleted),9,0.1111111111111111,0.1111111111111111,0.0
2020-12-18,<Other>,referral,(referral),449,0.0779510022271715,0.024498886414253896,0.0066815144766146995
2020-12-18,(direct),(none),(direct),1150,0.065217391304347824,0.028695652173913042,0.018260869565217393
2020-12-18,google,organic,(organic),1528,0.0549738219895288,0.031413612565445025,0.0137434554973822
2020-12-18,<Other>,<Other>,<Other>,721,0.062413314840499307,0.029126213592233011,0.012482662968099861
2020-12-18,shop.googlemerchandisestore.com,referral,(referral),381,0.091863517060367453,0.036745406824146981,0.020997375328083989
2020-12-18,google,cpc,<Other>,186,0.021505376344086023,0.021505376344086023,0.016129032258064516
2020-12-18,(data deleted),(data deleted),(data deleted),230,0.16086956521739129,0.095652173913043481,0.056521739130434782
2020-12-18,<Other>,organic,(organic),130,0.046153846153846156,0.0076923076923076927,0.0076923076923076927
2020-12-18,(data deleted),(data deleted),<Other>,9,0.0,0.0,0.0
2020-12-18,<Other>,(data deleted),(data deleted),4,0.25,0.0,0.0
2020-12-19,shop.googlemerchandisestore.com,referral,(referral),250,0.032,0.028,0.008
2020-12-19,google,organic,(organic),1094,0.053016453382084092,0.02376599634369287,0.010968921389396709
2020-12-19,<Other>,organic,(organic),93,0.010752688172043012,0.010752688172043012,0.0
2020-12-19,<Other>,<Other>,<Other>,535,0.048598130841121495,0.016822429906542057,0.0037383177570093459
2020-12-19,(data deleted),(data deleted),(data deleted),172,0.11046511627906977,0.058139534883720929,0.040697674418604654
2020-12-19,(direct),(none),(direct),888,0.052927927927927929,0.029279279279279279,0.013513513513513514
2020-12-19,<Other>,referral,(referral),350,0.037142857142857144,0.017142857142857144,0.0085714285714285719
2020-12-19,google,cpc,<Other>,177,0.062146892655367235,0.028248587570621469,0.011299435028248588
2020-12-19,(data deleted),(data deleted),<Other>,2,0.0,0.0,0.0
2020-12-19,<Other>,(data deleted),(data deleted),2,0.5,0.5,0.0
2020-12-20,(direct),(none),(direct),757,0.035667107001321,0.010568031704095112,0.0026420079260237781
2020-12-20,google,organic,(organic),1063,0.041392285983066796,0.016933207902163686,0.0084666039510818431
2020-12-20,<Other>,referral,(referral),293,0.027303754266211604,0.020477815699658702,0.010238907849829351
2020-12-20,<Other>,organic,(organic),93,0.010752688172043012,0.0,0.0
2020-12-20,<Other>,<Other>,<Other>,504,0.033730158730158728,0.013888888888888888,0.001984126984126984
2020-12-20,(data deleted),(data deleted),(data deleted),156,0.05128205128205128,0.038461538461538464,0.01282051282051282
2020-12-20,shop.googlemerchandisestore.com,referral,(referral),239,0.075313807531380755,0.025104602510460251,0.008368200836820083
2020-12-20,google,cpc,<Other>,140,0.014285714285714285,0.0,0.0
2020-12-20,(data deleted),(data deleted),<Other>,4,0.25,0.0,0.0
2020-12-20,<Other>,(data deleted),(data deleted),3,0.0,0.0,0.0
2020-12-21,<Other>,referral,(referral),409,0.053789731051344741,0.026894865525672371,0.014669926650366748
2020-12-21,(direct),(none),(direct),901,0.05549389567147614,0.032186459489456157,0.019977802441731411
2020-12-21,<Other>,<Other>,<Other>,589,0.028862478777589132,0.011884550084889643,0.0067911714770797962
2020-12-21,shop.googlemerchandisestore.com,referral,(referral),312,0.0673076923076923,0.019230769230769232,0.003205128205128205
2020-12-21,google,cpc,<Other>,160,0.0125,0.00625,0.00625
2020-12-21,google,organic,(organic),1243,0.045856798069187452,0.018503620273531779,0.0088495575221238937
2020-12-21,(data deleted),(data deleted),(data deleted),229,0.10480349344978165,0.039301310043668124,0.013100436681222707
2020-12-21,<Other>,organic,(organic),102,0.098039215686274508,0.0392156862745098,0.0392156862745098
2020-12-21,<Other>,(data deleted),(data deleted),5,0.0,0.0,0.0
2020-12-21,(data deleted),(data deleted),<Other>,4,0.0,0.0,0.0
2020-12-22,google,organic,(organic),1198,0.048414023372287146,0.020868113522537562,0.0091819699499165273
2020-12-22,(direct),(none),(direct),838,0.057279236276849645,0.028639618138424822,0.015513126491646777
2020-12-22,<Other>,organic,(organic),117,0.05128205128205128,0.017094017094017096,0.0
2020-12-22,<Other>,<Other>,<Other>,570,0.070175438596491224,0.02456140350877193,0.015789473684210527
2020-12-22,google,cpc,<Other>,158,0.044303797468354431,0.0189873417721519,0.0063291139240506328
2020-12-22,shop.googlemerchandisestore.com,referral,(referral),314,0.044585987261146494,0.031847133757961783,0.028662420382165606
2020-12-22,<Other>,referral,(referral),353,0.0708215297450425,0.025495750708215296,0.0169971671388102
2020-12-22,(data deleted),(data deleted),(data deleted),236,0.093220338983050849,0.0423728813559322,0.033898305084745763
2020-12-22,<Other>,(data deleted),(data deleted),9,0.1111111111111111,0.0,0.0
2020-12-22,(data deleted),(data deleted),<Other>,3,0.0,0.0,0.0
2020-12-23,(direct),(none),(direct),778,0.061696658097686374,0.02570694087403599,0.012853470437017995
2020-12-23,google,organic,(organic),1075,0.053023255813953486,0.023255813953488372,0.014883720930232559
2020-12-23,<Other>,referral,(referral),327,0.048929663608562692,0.015290519877675841,0.0091743119266055051
2020-12-23,<Other>,<Other>,<Other>,529,0.049149338374291113,0.01890359168241966,0.00945179584120983
2020-12-23,google,cpc,<Other>,144,0.048611111111111112,0.027777777777777776,0.0069444444444444441
2020-12-23,shop.googlemerchandisestore.com,referral,(referral),260,0.073076923076923081,0.030769230769230771,0.023076923076923078
2020-12-23,(data deleted),(data deleted),(data deleted),186,0.16666666666666666,0.080645161290322578,0.048387096774193547
2020-12-23,<Other>,organic,(organic),104,0.038461538461538464,0.038461538461538464,0.0096153846153846159
2020-12-23,(data deleted),(data deleted),<Other>,6,0.16666666666666666,0.16666666666666666,0.16666666666666666
2020-12-23,<Other>,(data deleted),(data deleted),2,0.5,0.5,0.5
2020-12-24,google,organic,(organic),877,0.028506271379703536,0.00798175598631699,0.0034207525655644243
2020-12-24,shop.googlemerchandisestore.com,referral,(referral),201,0.04975124378109453,0.019900497512437811,0.0099502487562189053
2020-12-24,<Other>,<Other>,<Other>,456,0.017543859649122806,0.010964912280701754,0.008771929824561403
2020-12-24,google,cpc,<Other>,146,0.0684931506849315,0.0136986301369863,0.0136986301369863
2020-12-24,(direct),(none),(direct),626,0.033546325878594248,0.012779552715654952,0.0047923322683706068
2020-12-24,<Other>,referral,(referral),260,0.05,0.011538461538461539,0.0038461538461538464
2020-12-24,<Other>,organic,(organic),89,0.0449438202247191,0.011235955056179775,0.0
2020-12-24,(data deleted),(data deleted),(data deleted),116,0.094827586206896547,0.077586206896551727,0.0603448275862069
2020-12-24,(data deleted),(data deleted),<Other>,2,0.0,0.0,0.0
2020-12-24,<Other>,(data deleted),(data deleted),1,0.0,0.0,0.0
2020-12-25,google,organic,(organic),867,0.01845444059976932,0.00922722029988466,0.00461361014994233
2020-12-25,(direct),(none),(direct),590,0.020338983050847456,0.011864406779661017,0.0067796610169491523
2020-12-25,shop.googlemerchandisestore.com,referral,(referral),187,0.032085561497326207,0.016042780748663103,0.0106951871657754
2020-12-25,<Other>,referral,(referral),264,0.056818181818181816,0.015151515151515152,0.007575757575757576
2020-12-25,<Other>,organic,(organic),69,0.028985507246376812,0.014492753623188406,0.014492753623188406
2020-12-25,google,cpc,<Other>,144,0.013888888888888888,0.0069444444444444441,0.0069444444444444441
2020-12-25,<Other>,<Other>,<Other>,408,0.029411764705882353,0.00980392156862745,0.0
2020-12-25,(data deleted),(data deleted),(data deleted),94,0.15957446808510639,0.0851063829787234,0.031914893617021274
2020-12-25,(data deleted),(data deleted),<Other>,1,1.0,0.0,0.0
2020-12-25,<Other>,(data deleted),(data deleted),1,0.0,0.0,0.0
2020-12-26,<Other>,<Other>,<Other>,425,0.030588235294117649,0.0047058823529411761,0.002352941176470588
2020-12-26,<Other>,referral,(referral),233,0.02575107296137339,0.0085836909871244635,0.0042918454935622317
2020-12-26,google,organic,(organic),881,0.026106696935300794,0.01021566401816118,0.00681044267877412
2020-12-26,(direct),(none),(direct),646,0.027863777089783281,0.0061919504643962852,0.0046439628482972135
2020-12-26,google,cpc,<Other>,126,0.023809523809523808,0.0,0.0
2020-12-26,shop.googlemerchandisestore.com,referral,(referral),167,0.035928143712574849,0.023952095808383235,0.011976047904191617
2020-12-26,<Other>,organic,(organic),75,0.013333333333333334,0.013333333333333334,0.013333333333333334
2020-12-26,(data deleted),(data deleted),(data deleted),95,0.052631578947368418,0.031578947368421054,0.021052631578947368
2020-12-26,(data deleted),(data deleted),<Other>,2,0.0,0.0,0.0
2020-12-26,<Other>,(data deleted),(data deleted),2,0.0,0.0,0.0
2020-12-27,<Other>,organic,(organic),66,0.060606060606060608,0.0,0.0
2020-12-27,<Other>,referral,(referral),256,0.046875,0.0234375,0.01171875
2020-12-27,(direct),(none),(direct),610,0.039344262295081971,0.014754098360655738,0.0065573770491803279
2020-12-27,(data deleted),(data deleted),(data deleted),107,0.14018691588785046,0.07476635514018691,0.037383177570093455
2020-12-27,google,cpc,<Other>,124,0.0080645161290322578,0.0,0.0
2020-12-27,google,organic,(organic),902,0.031042128603104215,0.011086474501108648,0.0055432372505543242
2020-12-27,shop.googlemerchandisestore.com,referral,(referral),177,0.028248587570621469,0.022598870056497175,0.016949152542372881
2020-12-27,<Other>,<Other>,<Other>,404,0.022277227722772276,0.0049504950495049506,0.0024752475247524753
2020-12-27,<Other>,(data deleted),(data deleted),2,0.5,0.0,0.0
2020-12-27,(data deleted),(data deleted),<Other>,3,0.0,0.0,0.0
2020-12-28,<Other>,referral,(referral),324,0.030864197530864196,0.0,0.0
2020-12-28,(direct),(none),(direct),782,0.044757033248081841,0.021739130434782608,0.011508951406649617
2020-12-28,<Other>,<Other>,<Other>,493,0.02231237322515213,0.0040567951318458417,0.0040567951318458417
2020-12-28,google,cpc,<Other>,151,0.052980132450331126,0.013245033112582781,0.0066225165562913907
2020-12-28,google,organic,(organic),1056,0.039772727272727272,0.015151515151515152,0.010416666666666666
2020-12-28,shop.googlemerchandisestore.com,referral,(referral),244,0.032786885245901641,0.00819672131147541,0.00819672131147541
2020-12-28,<Other>,organic,(organic),120,0.016666666666666666,0.016666666666666666,0.0083333333333333332
2020-12-28,(data deleted),(data deleted),(data deleted),159,0.081761006289308172,0.037735849056603772,0.037735849056603772
2020-12-28,<Other>,(data deleted),(data deleted),3,0.33333333333333331,0.0,0.0
2020-12-28,(data deleted),(data deleted),<Other>,2,0.0,0.0,0.0
2020-12-29,google,organic,(organic),1094,0.027422303473491772,0.0082266910420475316,0.004570383912248629
2020-12-29,<Other>,organic,(organic),106,0.04716981132075472,0.0,0.0
2020-12-29,<Other>,referral,(referral),307,0.042345276872964167,0.0097719869706840382,0.0032573289902280132
2020-12-29,google,cpc,<Other>,156,0.019230769230769232,0.0,0.0
2020-12-29,(direct),(none),(direct),818,0.035452322738386305,0.014669926650366748,0.0073349633251833741
2020-12-29,<Other>,<Other>,<Other>,522,0.034482758620689655,0.011494252873563218,0.0076628352490421452
2020-12-29,(data deleted),(data deleted),(data deleted),166,0.066265060240963861,0.030120481927710843,0.012048192771084338
2020-12-29,<Other>,(data deleted),(data deleted),2,0.0,0.0,0.0
2020-12-29,shop.googlemerchandisestore.com,referral,(referral),230,0.0782608695652174,0.034782608695652174,0.017391304347826087
2020-12-29,(data deleted),(data deleted),<Other>,1,0.0,0.0,0.0
2020-12-30,google,organic,(organic),1019,0.035328753680078512,0.011776251226692836,0.0068694798822374874
2020-12-30,<Other>,referral,(referral),333,0.027027027027027029,0.003003003003003003,0.0
2020-12-30,shop.googlemerchandisestore.com,referral,(referral),253,0.047430830039525688,0.02766798418972332,0.015810276679841896
2020-12-30,(direct),(none),(direct),751,0.030625832223701729,0.007989347536617843,0.0039946737683089215
2020-12-30,(data deleted),(data deleted),(data deleted),133,0.11278195488721804,0.045112781954887216,0.037593984962406013
2020-12-30,<Other>,<Other>,<Other>,460,0.02391304347826087,0.0086956521739130436,0.0043478260869565218
2020-12-30,<Other>,organic,(organic),98,0.040816326530612242,0.01020408163265306,0.0
2020-12-30,google,cpc,<Other>,134,0.022388059701492536,0.0,0.0
